day,vs,inn,pitcher,batter,P,result,before,after,LEV,REa,WPs,WPe,WPa
2021-04-06,NC,9초,원종현,한동희,0-1,중견수 홈런,"1사 2,3루 6:5",1사  9:5,1.12,1.830,10.0,1.6,0.084
2021-04-07,NC,2초,이재학,한동희,1-2,중견수 뜬공,1사 1루 0:0,2사 1루 0:0,1.23,-0.322,49.8,52.7,-0.030
2021-04-07,NC,4초,이재학,한동희,2-3,볼넷,무사  2:1,무사 1루 2:1,0.90,0.398,37.5,33.9,0.036
2021-04-07,NC,5초,강동연,한동희,2-0,한동희/13145 : 삼진 아웃,무사  6:1,1사  6:1,0.20,-0.258,6.1,6.6,-0.005
2021-04-07,NC,7초,강동연,한동희,2-3,중견수 안타,2사 1루 6:4,"2사 1,2루 6:4",0.58,0.215,19.9,18.6,0.013
2021-04-07,NC,9초,문경찬,한동희,2-2,한동희/13145 : 삼진 아웃,2사 1루 6:10,이닝종료 6:10,0.13,-0.251,99.6,100.0,-0.004
2021-04-08,NC,2초,김영규,한동희,2-2,한동희/13145 : 삼진 아웃,무사 2루 1:0,1사 2루 1:0,1.13,-0.464,33.8,37.7,-0.039
2021-04-08,NC,3초,김영규,한동희,2-3,볼넷,"2사 1,2루 2:0",2사 만루 2:0,1.30,0.349,29.0,26.8,0.022
2021-04-08,NC,5초,배민서,한동희,2-3,우익수 뜬공,2사  4:3,이닝종료 4:3,0.47,-0.117,40.0,41.2,-0.012
2021-04-08,NC,7초,홍성민,한동희,2-0,2루수 내야안타,2사  5:4,2사 1루 5:4,0.50,0.134,34.7,33.4,0.014
2021-04-08,NC,9초,이승헌,한동희,2-3,한동희/13145 : 삼진 아웃,1사  6:4,2사  6:4,0.23,-0.180,8.1,8.7,-0.006
2021-04-09,키움,2말,요키시,한동희,2-0,중견수 안타,1사 1루 0:0,"1사 1,2루 0:0",1.22,0.398,55.3,59.0,0.037
2021-04-09,키움,4말,요키시,한동희,2-1,한동희/13145 : 삼진 아웃,2사 1루 4:0,이닝종료 4:0,0.61,-0.251,11.8,10.0,-0.018
2021-04-09,키움,7말,요키시,한동희,2-1,한동희/13145 : 삼진 아웃,무사 1루 6:0,1사 1루 6:0,0.47,-0.380,3.0,2.0,-0.011
2021-04-10,키움,2말,안우진,한동희,2-1,좌익수 안타,"1사 1,3루 0:0","1사 1,2루 0:1",1.92,0.728,62.0,69.0,0.070
2021-04-10,키움,4말,안우진,한동희,0-1,좌익수 2루타,무사  0:3,무사 2루 0:3,0.41,0.634,86.4,89.2,0.029
2021-04-10,키움,5말,김동혁,한동희,2-2,3루수 병살타,1사 1루 0:5,이닝종료 0:5,0.17,-0.573,96.2,95.5,-0.008
2021-04-10,키움,7말,임규빈,한동희,2-3,좌익수 홈런,1사 만루 0:6,1사  0:10,0.07,2.647,99.6,100.0,0.004
2021-04-10,키움,8말,임규빈,한동희,2-1,중견수 뜬공,2사 1루 0:13,이닝종료 0:13,0.00,-0.251,100.0,100.0,0.000
2021-04-11,키움,2말,최원태,한동희,0-3,볼넷,"1사 1,2루 0:0",1사 만루 0:0,2.01,0.679,59.0,65.2,0.061
2021-04-11,키움,4말,최원태,한동희,2-1,중견수 안타,무사  0:2,무사 1루 0:2,0.60,0.398,78.9,81.2,0.023
2021-04-11,키움,5말,김선기,한동희,2-3,한동희/13145 : 삼진 아웃,"2사 1,2루 2:2",이닝종료 2:2,2.23,-0.466,55.7,50.0,-0.057
2021-04-11,키움,8말,김성민,한동희,2-1,한동희/13145 : 삼진 아웃,1사  2:2,2사  2:2,1.39,-0.180,56.1,52.6,-0.035
2021-04-11,키움,10말,김태훈,한동희,1-0,우익수 안타,무사  2:2,무사 1루 2:2,2.26,0.398,63.7,71.1,0.074
2021-04-13,KIA,1초,이민우,한동희,2-1,중견수 안타,"2사 1,2루 1:0","2사 2,3루 2:0",1.48,1.168,40.7,30.4,0.103
2021-04-13,KIA,3초,이민우,한동희,0-3,볼넷,"무사 1,3루 2:0",무사 만루 2:0,1.10,0.513,18.8,16.4,0.024
2021-04-13,KIA,4초,박진태,한동희,2-3,2루수 땅볼,무사  7:0,1사  7:0,0.09,-0.258,2.8,3.1,-0.002
2021-04-13,KIA,6초,장민기,한동희,2-2,한동희/13145 : 삼진 아웃,2사  7:0,이닝종료 7:0,0.02,-0.117,1.6,1.7,-0.001
2021-04-13,KIA,8초,장민기,한동희,2-3,볼넷,"1사 1,2루 7:0",1사 만루 7:0,0.03,0.679,0.3,0.2,0.001
2021-04-14,KIA,2초,브룩스,한동희,2-0,삼진,무사  0:1,1사  0:1,0.97,-0.258,60.5,63.0,-0.024
2021-04-14,KIA,4초,브룩스,한동희,2-3,볼넷,2사  0:1,2사 1루 0:1,0.51,0.134,67.4,65.8,0.016
2021-04-14,KIA,6초,브룩스,한동희,2-3,한동희/13145 : 삼진 아웃,2사 1루 0:2,이닝종료 0:2,1.06,-0.251,81.8,84.8,-0.030
2021-04-14,KIA,8초,이승재,한동희,0-0,투수 희생번트,무사 1루 2:2,1사 2루 2:2,2.83,-0.228,43.2,45.6,-0.025
2021-04-14,KIA,10초,정해영,한동희,2-3,볼넷,2사 1루 2:2,"2사 1,2루 2:2",2.32,0.215,57.3,52.3,0.050
2021-04-14,KIA,12초,정해영,한동희,0-0,유격수 땅볼,"2사 1,3루 2:2",이닝종료 2:2,4.96,-0.538,50.0,63.7,-0.138
2021-04-15,KIA,2초,이의리,한동희,2-1,한동희/13145 : 삼진 아웃,무사 1루 0:0,1사 1루 0:0,1.53,-0.380,46.2,49.8,-0.035
2021-04-15,KIA,3초,이의리,한동희,2-3,볼넷,2사 1루 3:0,"2사 1,2루 3:0",0.49,0.215,21.7,20.6,0.012
2021-04-15,KIA,6초,서덕원,한동희,1-1,포수 파울 뜬공,무사 2루 3:7,1사 2루 3:7,1.06,-0.464,88.0,91.1,-0.031
2021-04-15,KIA,7초,박준표,한동희,2-0,우익수 뜬공,2사 만루 4:7,이닝종료 4:7,3.30,-0.815,85.9,94.3,-0.085
2021-04-15,KIA,9초,고영창,한동희,2-2,한동희/13145 : 삼진 아웃,"1사 1,2루 5:10","2사 1,2루 5:10",0.43,-0.505,98.7,99.6,-0.010
2021-04-16,삼성,2말,라이블리,한동희,2-3,한동희/13145 : 삼진 아웃,무사  1:0,1사  1:0,0.99,-0.258,44.0,41.5,-0.025
2021-04-16,삼성,4말,라이블리,한동희,1-1,1루수 내야안타,2사 2루 2:0,2사 1루 2:1,1.38,0.907,28.4,39.0,0.106
2021-04-16,삼성,7말,이승현,한동희,2-2,중견수 안타,무사 1루 2:1,"무사 1,2루 2:1",3.09,0.620,43.7,54.8,0.112
2021-04-16,삼성,8말,김윤수,한동희,2-3,볼넷,1사 2루 2:5,"1사 1,2루 2:5",0.15,0.246,97.6,97.8,0.002
2021-04-17,삼성,2말,백정현,한동희,2-3,볼넷,무사  11:0,무사 1루 11:0,0.06,0.398,0.9,1.2,0.003
2021-04-17,삼성,5말,백정현,한동희,1-3,중견수 2루타,무사  12:0,무사 2루 12:0,0.03,0.634,0.2,0.4,0.002
2021-04-17,삼성,7말,김대우,한동희,2-3,좌익수 안타,2사  12:0,2사 1루 12:0,0.00,0.134,0.0,0.0,0.000
2021-04-17,삼성,9말,장필준,한동희,2-1,3루수 병살타,"1사 1,2루 12:0",이닝종료 12:0,0.00,-0.971,0.0,0.0,0.000
2021-04-18,삼성,2말,원태인,한동희,0-1,몸에 맞는 볼,2사  1:0,2사 1루 1:0,0.46,0.134,39.8,41.1,0.014
2021-04-18,삼성,5말,원태인,한동희,2-2,한동희/13145 : 삼진 아웃,무사  3:0,1사  3:0,1.02,-0.258,18.7,16.1,-0.026
2021-04-18,삼성,7말,원태인,한동희,2-3,볼넷,2사 2루 5:0,"2사 1,2루 5:0",0.34,0.122,2.7,3.4,0.008
2021-04-20,두산,2말,이영하,한동희,2-3,한동희/13145 : 삼진 아웃,1사  1:1,2사  1:1,0.67,-0.180,52.8,51.1,-0.017
2021-04-20,두산,3말,이영하,한동희,0-3,볼넷,"1사 2,3루 1:5",1사 만루 1:5,0.52,0.183,92.7,92.8,0.002
2021-04-20,두산,4말,조제영,한동희,2-1,한동희/13145 : 삼진 아웃,1사 만루 2:9,2사 만루 2:9,0.14,-0.835,98.9,98.4,-0.005
2021-04-20,두산,7말,조제영,한동희,2-2,유격수 땅볼 실책,[실책포함],무사  3:10,무사 1루 3:10,0.02,0.398,99.7,99.7
2021-04-21,두산,2말,유희관,한동희,2-2,한동희/13145 : 삼진 아웃,"1사 1,2루 0:0","2사 1,2루 0:0",2.01,-0.505,59.0,54.5,-0.046
2021-04-21,두산,4말,유희관,한동희,0-1,중견수 뜬공,무사 1루 2:0,1사 1루 2:0,1.92,-0.380,35.4,31.0,-0.044
2021-04-21,두산,5말,김명신,한동희,2-2,유격수 땅볼,1사  5:4,2사  5:4,0.97,-0.180,37.8,35.4,-0.024
2021-04-21,두산,7말,박치국,한동희,2-3,볼넷,무사  6:7,무사 1루 6:7,0.75,0.398,79.1,81.9,0.028
2021-04-22,두산,2말,로켓,한동희,2-3,볼넷,2사  2:0,2사 1루 2:0,0.42,0.134,29.6,30.9,0.013
2021-04-22,두산,4말,로켓,한동희,1-3,유격수 땅볼,1사  6:1,2사  6:1,0.36,-0.180,7.5,6.6,-0.009
2021-04-22,두산,7말,로켓,한동희,2-1,좌익수 안타,무사  12:1,무사 1루 12:1,0.01,0.398,0.1,0.1,0.001
2021-04-22,두산,9말,박종기,한동희,2-3,2루수 땅볼,1사  13:1,2사  13:1,0.00,-0.180,0.0,0.0,0.000
2021-04-23,KT,2초,이정현,한동희,1-2,우익수 안타,무사 1루 1:0,"무사 1,3루 1:0",1.33,0.951,36.2,27.9,0.083
2021-04-23,KT,3초,이정현,한동희,0-2,3루수 병살타,1사 1루 6:0,이닝종료 6:0,0.23,-0.573,5.8,6.8,-0.010
2021-04-23,KT,6초,이정현,한동희,0-2,중견수 뜬공,2사  6:0,이닝종료 6:0,0.05,-0.117,2.9,3.0,-0.001
2021-04-23,KT,8초,전유수,한동희,1-0,중견수 홈런,2사 만루 6:1,2사  10:1,0.20,3.302,1.6,0.1,0.015
2021-04-24,KT,2초,고영표,한동희,1-1,1루수 병살타,1사 1루 0:2,이닝종료 0:2,1.21,-0.573,69.8,75.0,-0.052
2021-04-24,KT,5초,고영표,한동희,2-2,한동희/13145 : 삼진 아웃,1사  1:2,2사  1:2,0.91,-0.180,67.3,69.6,-0.023
2021-04-24,KT,6초,고영표,한동희,1-3,3루수 땅볼,"무사 1,3루 3:2","1사 1,2루 3:2",1.43,-0.933,20.4,29.8,-0.095
2021-04-24,KT,8초,김민수,한동희,0-2,우익수 2루타,1사  4:2,1사 2루 4:2,0.38,0.428,14.6,12.2,0.024
2021-04-25,KT,2초,배제성,한동희,2-3,유격수 병살타,무사 1루 1:1,2사  1:1,1.53,-0.836,46.2,54.0,-0.078
2021-04-25,KT,4초,배제성,한동희,2-1,유격수 땅볼,1사  3:3,2사  3:3,0.78,-0.180,52.7,54.7,-0.019
2021-04-25,KT,6초,이보근,한동희,2-3,볼넷,무사 1루 3:3,"무사 1,2루 3:3",2.14,0.620,44.8,37.0,0.078
2021-04-25,KT,7초,김민수,한동희,0-0,중견수 안타,"2사 1,2루 4:3","2사 2,3루 5:3",1.85,1.168,31.3,17.6,0.137
2021-04-27,LG,2초,정찬헌,한동희,2-3,볼넷,"2사 1,2루 0:0",2사 만루 0:0,1.73,0.349,50.7,47.5,0.032
2021-04-27,LG,4초,정찬헌,한동희,2-1,유격수 뜬공,2사 2루 0:2,이닝종료 0:2,1.25,-0.344,75.4,78.9,-0.036
2021-04-27,LG,7초,송은범,한동희,0-1,3루수 땅볼,1사 1루 0:4,2사 1루 0:4,0.75,-0.322,94.1,96.0,-0.019
2021-04-27,LG,9초,고우석,한동희,2-2,한동희/13145 : 삼진 아웃,무사  0:4,1사  0:4,0.34,-0.258,98.6,99.5,-0.009
2021-04-28,LG,2초,켈리,한동희,0-0,우익수 홈런,2사 1루 0:0,2사  2:0,0.84,1.866,52.7,32.9,0.199
2021-04-28,LG,5초,켈리,한동희,2-2,중견수 안타,무사  2:0,무사 1루 2:0,0.69,0.398,24.5,21.8,0.027
2021-04-28,LG,7초,최성훈,한동희,2-2,한동희/13145 : 삼진 아웃,1사 1루 2:0,2사 1루 2:0,0.79,-0.322,18.0,19.9,-0.019
2021-04-28,LG,9초,김진수,한동희,2-3,중견수 2루타,2사 2루 2:0,2사 2루 3:0,0.45,1.000,7.8,3.5,0.043
2021-04-29,LG,2초,수아레즈,한동희,2-1,유격수 땅볼,무사  0:0,1사  0:0,0.93,-0.258,50.0,52.4,-0.024
2021-04-29,LG,4초,수아레즈,한동희,2-3,한동희/13145 : 삼진 아웃,1사  1:0,2사  1:0,0.67,-0.180,39.8,41.4,-0.016
2021-04-29,LG,6초,수아레즈,한동희,2-2,투수 땅볼,2사  1:1,이닝종료 1:1,0.66,-0.117,55.8,57.5,-0.017
2021-04-29,LG,8초,정우영,한동희,1-0,투수 병살타,1사 1루 2:1,이닝종료 2:1,1.19,-0.573,25.1,30.4,-0.053
2021-04-30,한화,2말,김이환,한동희,1-1,좌익수 2루타,"무사 1,2루 5:0","무사 2,3루 5:1",1.53,1.479,18.9,29.8,0.109
2021-04-30,한화,3말,주현상,한동희,0-1,2루수 땅볼,1사  5:5,2사  5:5,0.72,-0.180,53.0,51.2,-0.018
2021-05-02,한화,9말,정우람,한동희,1-2,우익수 뜬공,무사  5:4,1사  5:4,3.47,-0.258,20.0,11.2,-0.088
2021-05-05,KIA,2말,멩덴,한동희,0-1,한동희/13145 : 유격수 직선타 아웃,1사 2루 5:0,2사 2루 5:0,0.79,-0.381,13.1,10.9,-0.022
2021-05-05,KIA,5말,멩덴,한동희,2-1,한동희/13145 : 삼진 아웃,무사  5:0,1사  5:0,0.53,-0.258,7.2,5.8,-0.014
2021-05-05,KIA,7말,멩덴,한동희,0-1,좌익수 홈런,무사 1루 8:0,무사  8:2,0.15,1.602,0.8,1.9,0.011
2021-05-05,KIA,8말,박준표,한동희,1-2,한동희/13145 : 유격수 직선타 아웃,"1사 1,2루 8:3","2사 1,2루 8:3",0.85,-0.505,3.7,1.8,-0.019
2021-05-06,KIA,2말,이의리,한동희,1-3,볼넷,무사 1루 0:0,"무사 1,2루 0:0",1.51,0.620,58.8,64.5,0.057
2021-05-06,KIA,3말,이의리,한동희,1-3,중견수 뜬공,무사  0:5,1사  0:5,0.20,-0.258,93.5,93.0,-0.005
2021-05-06,KIA,4말,남재현,한동희,1-3,볼넷,"1사 1,3루 0:8",1사 만루 0:8,0.07,0.407,99.3,99.3,0.001
2021-05-06,KIA,6말,박진태,한동희,2-3,볼넷,"1사 1,3루 9:9",1사 만루 9:9,2.81,0.407,67.6,70.9,0.033
2021-05-06,KIA,7말,김현수,한동희,1-2,1루수 뜬공,무사  9:17,1사  9:17,0.01,-0.258,99.9,99.9,-0.000
2021-05-07,삼성,2초,원태인,한동희,2-1,3루수 땅볼,무사  0:0,1사  0:0,0.93,-0.258,50.0,52.4,-0.024
2021-05-07,삼성,4초,원태인,한동희,1-0,2루수 땅볼,2사  0:1,이닝종료 0:1,0.51,-0.117,67.4,68.8,-0.013
2021-05-07,삼성,7초,원태인,한동희,2-2,한동희/13145 : 삼진 아웃,무사  1:1,1사  1:1,1.54,-0.258,50.0,53.9,-0.039
2021-05-07,삼성,9초,오승환,한동희,2-2,2루수 뜬공,2사 2루 1:4,이닝종료 1:4,0.44,-0.344,98.7,100.0,-0.013
2021-05-08,삼성,1초,뷰캐넌,한동희,1-2,좌익수 뜬공,1사  3:0,2사  3:0,0.39,-0.180,24.6,25.6,-0.010
2021-05-08,삼성,3초,뷰캐넌,한동희,2-2,우익수 안타,2사 1루 3:4,"2사 1,2루 3:4",0.93,0.215,64.4,62.1,0.023
2021-05-08,삼성,6초,이승현,한동희,2-1,우익수 안타,무사 1루 3:7,"무사 1,2루 3:7",1.18,0.620,89.2,84.2,0.050
2021-05-08,삼성,7초,우규민,한동희,1-1,좌익수 2루타,"2사 2,3루 4:7",2사 2루 6:7,1.97,1.710,88.4,72.7,0.157
2021-05-08,삼성,9초,오승환,한동희,0-0,우익수 안타,1사 1루 6:8,"1사 1,2루 6:8",2.09,0.398,91.5,83.8,0.078
2021-05-09,삼성,1초,최채흥,한동희,2-1,3루수 땅볼,"2사 1,2루 0:0",이닝종료 0:0,1.62,-0.466,50.6,54.8,-0.042
2021-05-09,삼성,4초,최채흥,한동희,2-0,한동희/13145 : 삼진 아웃,무사  2:2,1사  2:2,1.08,-0.258,50.0,52.7,-0.027
2021-05-09,삼성,5초,최채흥,한동희,2-1,3루수 땅볼,"2사 1,3루 3:2",이닝종료 3:2,1.93,-0.538,35.9,41.2,-0.053
2021-05-09,삼성,7초,장필준,한동희,2-3,한동희/13145 : 삼진 아웃,무사 1루 6:6,1사 1루 6:6,2.42,-0.380,44.1,49.7,-0.056
2021-05-09,삼성,9초,우규민,한동희,1-0,3루수 땅볼,무사  6:8,1사  6:8,1.50,-0.258,92.6,96.5,-0.038
2021-05-11,SSG,2말,오원석,한동희,1-0,중견수 안타,무사  0:1,무사 1루 0:1,0.77,0.398,65.8,68.9,0.031
2021-05-11,SSG,4말,오원석,한동희,1-1,우익수 뜬공,"1사 1,2루 1:1","2사 1,3루 1:1",2.31,-0.433,60.5,56.0,-0.044
2021-05-11,SSG,5말,최민준,한동희,2-3,볼넷,2사 만루 1:3,2사 만루 1:4,1.77,1.000,82.8,89.5,0.067
2021-05-11,SSG,7말,조영우,한동희,2-2,한동희/13145 : 삼진 아웃,1사 만루 2:4,2사 만루 2:4,1.06,-0.835,93.0,89.7,-0.032
2021-05-11,SSG,9말,서진용,한동희,2-3,2루수 땅볼,[실책포함],1사 1루 7:6,2사 2루 7:6,4.68,-0.229,20.9,14.3
2021-05-13,SSG,1말,폰트,한동희,2-0,3루수 병살타,1사 1루 2:0,이닝종료 2:0,1.20,-0.573,35.1,29.9,-0.052
2021-05-13,SSG,4말,폰트,한동희,2-1,한동희/13145 : 삼진 아웃,무사  3:0,1사  3:0,0.97,-0.258,21.1,18.6,-0.025
2021-05-13,SSG,5말,폰트,한동희,2-1,한동희/13145 : 삼진 아웃,"2사 1,2루 4:2",이닝종료 4:2,2.31,-0.466,27.7,21.7,-0.060
2021-05-13,SSG,7말,김태훈,한동희,1-2,우익수 안타,"1사 1,3루 4:3","1사 1,2루 4:4",4.00,0.728,50.4,64.5,0.141
2021-05-14,KT,2말,배제성,한동희,1-3,볼넷,무사  5:0,무사 1루 5:0,0.58,0.398,12.1,14.6,0.025
2021-05-14,KT,4말,배제성,한동희,2-2,유격수 땅볼,무사 1루 5:0,1사 2루 5:0,1.01,-0.228,11.4,9.8,-0.016
2021-05-14,KT,6말,안영명,한동희,1-0,1루수 파울 뜬공,무사  8:1,1사  8:1,0.18,-0.258,1.7,1.2,-0.005
2021-05-14,KT,8말,박시영,한동희,2-2,3루수 병살타,1사 1루 9:1,이닝종료 9:1,0.04,-0.573,0.2,0.0,-0.002
2021-05-15,KT,2말,소형준,한동희,2-0,2루수 병살타,1사 1루 0:0,이닝종료 0:0,1.22,-0.573,55.3,50.0,-0.053
2021-05-15,KT,4말,소형준,한동희,2-1,한동희/13145 : 삼진 아웃,무사  0:3,1사  0:3,0.41,-0.258,86.4,85.3,-0.010
2021-05-15,KT,5말,소형준,한동희,2-2,한동희/13145 : 삼진 아웃,2사 2루 0:4,이닝종료 0:4,0.32,-0.344,93.0,92.1,-0.009
2021-05-15,KT,7말,김민수,한동희,0-0,3루수 땅볼,2사 1루 2:4,이닝종료 2:4,0.39,-0.251,87.7,86.6,-0.011
2021-05-15,KT,9말,김재윤,한동희,2-3,볼넷,2사  5:4,2사 1루 5:4,1.81,0.134,4.7,9.8,0.051
2021-05-18,한화,1초,배동현,한동희,0-1,중견수 뜬공,1사 만루 1:0,2사 만루 1:0,2.23,-0.835,31.6,38.1,-0.066
2021-05-18,한화,3초,배동현,한동희,1-1,유격수 땅볼,무사  2:0,1사  2:0,0.69,-0.258,28.5,30.2,-0.018
2021-05-18,한화,5초,배동현,한동희,2-3,3루수 땅볼,1사  4:0,2사  4:0,0.23,-0.180,10.8,11.4,-0.006
2021-05-18,한화,7초,김범수,한동희,2-2,3루수 땅볼,"1사 1,2루 4:0","2사 1,3루 4:0",0.42,-0.433,4.9,5.7,-0.008
2021-05-18,한화,9초,윤대경,한동희,2-2,중견수 뜬공,1사 1루 4:3,2사 1루 4:3,0.86,-0.322,16.1,18.2,-0.021
2021-05-19,한화,6초,킹엄,한동희,2-3,우익수 뜬공,무사  1:12,1사  1:12,0.02,-0.258,99.9,99.9,-0.000
2021-05-19,한화,7초,송윤준,한동희,0-1,우익수 뜬공,"2사 2,3루 2:12",이닝종료 2:12,0.02,-0.634,99.9,100.0,-0.001
2021-05-21,두산,1초,유희관,한동희,0-1,좌익수 안타,1사 3루 2:0,1사 1루 3:0,1.07,0.590,27.4,23.1,0.043
2021-05-21,두산,3초,유희관,한동희,1-1,3루수 땅볼,1사  5:0,2사  5:0,0.19,-0.180,9.8,10.2,-0.005
2021-05-21,두산,5초,유희관,한동희,1-2,좌익수 홈런,무사  7:0,무사  8:0,0.07,1.000,2.1,1.2,0.009
2021-05-21,두산,7초,김민규,한동희,0-1,우익수 뜬공,무사  8:1,1사  8:1,0.03,-0.258,0.8,0.9,-0.001
2021-05-21,두산,9초,김명신,한동희,1-2,3루수 땅볼,무사  9:1,1사  9:1,0.00,-0.258,0.0,0.1,-0.000
2021-05-22,두산,1초,최원준,한동희,2-1,우익수 뜬공,2사 2루 2:0,이닝종료 2:0,0.90,-0.344,32.3,34.8,-0.025
2021-05-22,두산,4초,최원준,한동희,2-1,한동희/13145 : 삼진 아웃,"무사 1,2루 2:0","1사 1,2루 2:0",1.36,-0.602,19.9,23.9,-0.039
2021-05-22,두산,6초,최원준,한동희,0-2,좌익수 2루타,1사  2:0,1사 2루 2:0,0.49,0.428,23.4,20.2,0.032
2021-05-22,두산,8초,홍건희,한동희,2-3,볼넷,무사  3:3,무사 1루 3:3,1.85,0.398,50.0,43.2,0.068
2021-05-23,두산,2초,로켓,한동희,2-2,한동희/13145 : 삼진 아웃,1사  0:0,2사  0:0,0.65,-0.180,52.4,54.0,-0.016
2021-05-23,두산,4초,로켓,한동희,2-0,한동희/13145 : 삼진 아웃,무사 1루 0:0,1사 1루 0:0,1.76,-0.380,45.7,49.7,-0.041
2021-05-23,두산,6초,로켓,한동희,1-1,유격수 내야안타,2사  0:1,2사 1루 0:1,0.67,0.134,72.5,70.5,0.021
2021-05-23,두산,9초,김강률,한동희,1-0,2루수 병살타,무사 1루 0:4,2사  0:4,0.75,-0.836,96.8,99.9,-0.031
2021-05-26,LG,2말,이상영,한동희,0-0,우익수 뜬공,무사  0:2,1사  0:2,0.62,-0.258,75.0,73.4,-0.016
2021-05-26,LG,4말,이상영,한동희,2-2,한동희/13145 : 삼진 아웃,2사  2:3,이닝종료 2:3,0.41,-0.117,65.1,64.1,-0.011
2021-05-26,LG,7말,이정용,한동희,0-0,중견수 뜬공,2사  3:3,이닝종료 3:3,0.81,-0.117,52.1,50.0,-0.021
2021-05-27,LG,2말,정찬헌,한동희,2-3,볼넷,무사  1:0,무사 1루 1:0,0.99,0.398,44.0,48.1,0.041
2021-05-27,LG,4말,정찬헌,한동희,0-0,투수 땅볼,무사  1:1,1사  1:1,1.07,-0.258,56.0,53.3,-0.027
2021-05-27,LG,7말,정우영,한동희,2-0,한동희/13145 : 삼진 아웃,무사  4:1,1사  4:1,1.07,-0.258,12.4,9.6,-0.027
2021-05-29,NC,2말,송명기,한동희,1-2,2루수 땅볼,무사  0:3,1사  0:3,0.46,-0.258,82.5,81.3,-0.012
2021-05-29,NC,3말,송명기,한동희,2-1,한동희/13145 : 삼진 아웃,"1사 2,3루 0:5","2사 2,3루 0:5",0.33,-0.833,95.4,93.7,-0.017
2021-05-29,NC,4말,송명기,한동희,2-1,한동희/13145 : 삼진 아웃,"2사 1,3루 0:8",이닝종료 0:8,0.07,-0.538,99.0,98.8,-0.002
2021-05-29,NC,7말,류진욱,한동희,2-3,중견수 뜬공,무사 1루 7:9,1사 1루 7:9,0.62,-0.380,90.5,89.0,-0.015
2021-05-29,NC,9말,원종현,한동희,2-3,볼넷,2사 1루 10:9,"2사 1,2루 10:9",3.49,0.215,9.8,17.1,0.073
2021-05-30,NC,1말,김영규,한동희,2-3,볼넷,"2사 1,3루 3:0",2사 만루 3:0,1.61,0.277,26.3,28.9,0.026
2021-05-30,NC,2말,최금강,한동희,2-2,유격수 땅볼,2사 만루 4:3,이닝종료 4:3,3.25,-0.815,46.8,38.6,-0.082
2021-05-30,NC,4말,최금강,한동희,0-1,우익수 뜬공,1사 1루 5:4,2사 1루 5:4,1.59,-0.322,42.8,39.0,-0.038
2021-05-30,NC,7말,문경찬,한동희,2-1,우익수 뜬공,무사  5:4,1사  5:4,1.91,-0.258,36.0,31.1,-0.049
2021-05-30,NC,9말,원종현,한동희,2-2,유격수 땅볼,2사 1루 5:4,이닝종료 5:4,3.49,-0.251,9.8,0.0,-0.098
2021-06-01,키움,2초,안우진,한동희,1-0,1루수 파울 뜬공,1사 1루 1:0,2사 1루 1:0,1.10,-0.322,39.3,41.9,-0.026
2021-06-01,키움,5초,안우진,한동희,1-1,좌익수 2루타,무사  2:0,무사 2루 2:0,0.69,0.634,24.5,19.7,0.048
2021-06-01,키움,7초,김동혁,한동희,0-0,좌익수 안타,1사 1루 2:0,"1사 1,2루 2:0",0.79,0.398,18.0,15.7,0.023
2021-06-01,키움,9초,김성진,한동희,2-3,중견수 뜬공,무사  3:0,1사  3:0,0.13,-0.258,3.3,3.6,-0.003
2021-06-02,키움,2초,브리검,한동희,1-3,볼넷,1사  0:1,1사 1루 0:1,0.68,0.276,63.0,60.3,0.027
2021-06-02,키움,4초,브리검,한동희,2-2,삼진,1사  1:2,2사  1:2,0.81,-0.180,65.4,67.4,-0.020
2021-06-02,키움,6초,브리검,한동희,1-0,유격수 땅볼,무사  4:2,1사  4:2,0.66,-0.258,21.7,23.4,-0.017
2021-06-02,키움,8초,오주원,한동희,,고의4구,2사 2루 4:2,"2사 1,2루 4:2",0.72,0.122,14.2,13.8,0.004
2021-06-03,키움,2초,요키시,한동희,2-3,2루수 땅볼,2사  0:7,이닝종료 0:7,0.09,-0.117,96.6,96.9,-0.003
2021-06-03,키움,4초,요키시,한동희,0-0,3루수 땅볼,무사  3:7,1사  3:7,0.67,-0.258,88.0,89.7,-0.017
2021-06-03,키움,6초,요키시,한동희,0-3,볼넷,"무사 2,3루 3:8",무사 만루 3:8,1.19,0.365,88.2,84.5,0.037
2021-06-03,키움,8초,이승호,한동희,1-0,3루수 내야안타,무사  3:8,무사 1루 3:8,0.27,0.398,98.3,97.1,0.013
2021-06-04,KT,1초,데스파이네,한동희,2-3,한동희/13145 : 삼진 아웃,무사 만루 1:0,1사 만루 1:0,1.80,-0.767,25.9,31.6,-0.057
2021-06-05,KT,9초,김재윤,한동희,2-2,우익수 안타,2사 2루 0:8,2사 1루 1:8,0.00,0.907,100.0,100.0,0.000
2021-06-06,KT,2초,쿠에바스,한동희,2-1,한동희/13145 : 삼진 아웃,1사 1루 0:0,2사 1루 0:0,1.23,-0.322,49.8,52.7,-0.030
2021-06-06,KT,4초,쿠에바스,한동희,2-1,우익수 뜬공,2사 1루 0:5,이닝종료 0:5,0.37,-0.251,93.8,94.9,-0.011
2021-06-06,KT,6초,김민수,한동희,0-3,볼넷,무사  2:5,무사 1루 2:5,0.92,0.398,86.7,82.6,0.041
