day,vs,inn,pitcher,batter,P,result,before,after,LEV,REa,WPs,WPe,WPa
2021-06-06,KT,8초,심재민,한동희,1-1,3루수 병살타,무사 1루 2:7,2사  2:7,0.53,-0.836,97.1,99.4,-0.023
2021-06-06,KT,9초,김재윤,한동희,1-0,우익수 안타,무사 1루 7:7,"무사 1,2루 7:7",3.44,0.620,41.8,30.2,0.117
2021-06-08,두산,1말,박정수,한동희,2-2,한동희/13145 : 삼진 아웃,"1사 1,2루 0:3","2사 1,2루 0:3",1.02,-0.505,82.8,80.5,-0.023
2021-06-08,두산,4말,박정수,한동희,1-2,3루수 내야안타,무사 1루 3:3,"무사 1,2루 3:3",1.73,0.620,60.2,66.6,0.064
2021-06-08,두산,5말,조제영,한동희,2-3,한동희/13145 : 우익수 직선타 아웃,"1사 1,2루 3:7","2사 1,2루 3:7",0.46,-0.505,94.2,93.2,-0.011
2021-06-08,두산,6말,고봉재,한동희,1-0,우익수 뜬공,무사  3:14,1사  3:14,0.00,-0.258,100.0,100.0,0.000
2021-06-08,두산,7말,김명신,한동희,2-3,유격수 땅볼,2사  4:18,이닝종료 4:18,0.00,-0.117,100.0,100.0,0.000
2021-06-09,두산,2말,이영하,한동희,2-3,우익수 홈런,2사  5:0,2사  5:1,0.21,1.000,9.7,14.5,0.048
2021-06-09,두산,4말,이영하,한동희,0-3,볼넷,무사  5:2,무사 1루 5:2,0.97,0.398,21.1,25.2,0.042
2021-06-09,두산,5말,이형범,한동희,2-2,한동희/13145 : 삼진 아웃,무사  7:6,1사  7:6,1.36,-0.258,41.2,37.8,-0.034
2021-06-09,두산,6말,김명신,한동희,2-2,3루수 땅볼,1사  7:8,2사  7:8,0.62,-0.180,72.2,70.6,-0.015
2021-06-09,두산,8말,박치국,한동희,0-1,유격수 땅볼,2사 3루 13:8,이닝종료 13:8,0.23,-0.387,1.3,0.6,-0.007
2021-06-10,두산,2말,최원준,한동희,0-0,중견수 뜬공,2사  0:0,이닝종료 0:0,0.43,-0.117,51.1,50.0,-0.011
2021-06-10,두산,5말,최원준,한동희,0-1,3루수 땅볼,1사 1루 0:0,2사 1루 0:0,1.56,-0.322,56.9,53.1,-0.037
2021-06-10,두산,7말,최원준,한동희,2-1,3루수 땅볼,무사  1:2,1사  1:2,0.75,-0.258,79.1,77.2,-0.019
2021-06-10,두산,8말,이승진,한동희,0-2,우익수 안타,"1사 1,2루 1:3","1사 1,3루 1:4",0.49,1.272,94.9,98.2,0.033
2021-06-13,KIA,2말,윤중현,한동희,2-2,한동희/13145 : 삼진 아웃,무사  1:0,1사  1:0,0.99,-0.258,44.0,41.5,-0.025
2021-06-13,KIA,3말,윤중현,한동희,1-1,몸에 맞는 볼,"2사 1,3루 1:0",2사 만루 1:0,2.17,0.277,43.5,46.4,0.029
2021-06-25,두산,2초,로켓,한동희,2-2,중견수 안타,2사  0:0,2사 1루 0:0,0.42,0.134,54.0,52.7,0.013
2021-06-25,두산,4초,로켓,한동희,1-2,3루수 땅볼,무사  2:0,1사  2:0,0.69,-0.258,26.7,28.5,-0.018
2021-06-25,두산,5초,박종기,한동희,0-1,좌익수 안타,"1사 2,3루 4:1",1사 2루 6:1,0.80,1.258,11.4,5.6,0.058
2021-06-25,두산,7초,박종기,한동희,1-3,볼넷,무사  8:1,무사 1루 8:1,0.03,0.398,0.8,0.7,0.001
2021-06-25,두산,9초,남호,한동희,2-3,좌익수 안타,무사 2루 8:1,"무사 1,3루 8:1",0.01,0.715,0.1,0.0,0.000
2021-06-26,두산,2초,김민규,한동희,2-1,우익수 파울 뜬공,2사 1루 0:0,이닝종료 0:0,0.84,-0.251,52.7,55.1,-0.024
2021-06-26,두산,4초,김민규,한동희,1-1,한동희/13145 : 좌익수 직선타 아웃,"1사 1,2루 2:0","2사 1,2루 2:0",1.49,-0.505,23.9,27.2,-0.034
2021-06-26,두산,6초,윤명준,한동희,1-2,중견수 뜬공,1사 1루 3:3,2사 1루 3:3,1.77,-0.322,49.7,54.0,-0.043
2021-06-26,두산,9초,이승진,한동희,0-1,좌익수 홈런,무사  3:3,무사  4:3,2.32,1.000,50.0,16.2,0.338
2021-06-29,키움,1초,최원태,한동희,2-1,한동희/13145 : 삼진 아웃,2사 1루 3:0,이닝종료 3:0,0.50,-0.251,24.8,26.2,-0.014
2021-06-29,키움,3초,최원태,한동희,2-1,한동희/13145 : 삼진 아웃,2사 2루 3:0,이닝종료 3:0,0.72,-0.344,21.1,23.1,-0.020
2021-06-29,키움,4초,김동혁,한동희,2-2,유격수 땅볼,"2사 1,2루 7:0",이닝종료 7:0,0.17,-0.466,2.9,3.4,-0.004
2021-06-29,키움,6초,양현,한동희,2-2,유격수 병살타,1사 1루 8:2,이닝종료 8:2,0.12,-0.573,2.5,3.0,-0.005
2021-06-29,키움,8초,김재웅,한동희,2-0,중견수 홈런,"1사 1,2루 10:5",1사  13:5,0.13,2.326,1.4,0.2,0.012
2021-06-30,키움,1초,안우진,한동희,2-2,3루수 땅볼,2사  4:0,이닝종료 4:0,0.20,-0.117,18.6,19.1,-0.005
2021-06-30,키움,4초,안우진,한동희,2-1,한동희/13145 : 삼진 아웃,무사  4:1,1사  4:1,0.50,-0.258,18.2,19.5,-0.013
2021-06-30,키움,7초,이승호,한동희,1-0,우익수 안타,무사  4:4,무사 1루 4:4,1.54,0.398,50.0,44.1,0.059
2021-06-30,키움,9초,조상우,한동희,2-2,우익수 2루타,무사  5:6,무사 2루 5:6,2.87,0.634,83.8,64.0,0.198
2021-07-01,키움,2초,브리검,한동희,2-0,한동희/13145 : 삼진 아웃,2사  0:0,이닝종료 0:0,0.42,-0.117,54.0,55.1,-0.011
2021-07-01,키움,5초,브리검,한동희,0-1,유격수 땅볼,1사  0:1,2사  0:1,0.91,-0.180,67.3,69.6,-0.023
2021-07-01,키움,7초,브리검,한동희,0-0,유격수 땅볼,2사 1루 1:2,이닝종료 1:2,1.61,-0.251,74.6,79.1,-0.046
2021-07-02,SSG,2초,가빌리오,한동희,1-0,중견수 뜬공,2사  0:3,이닝종료 0:3,0.32,-0.117,81.6,82.5,-0.008
2021-07-02,SSG,5초,가빌리오,한동희,0-0,중견수 뜬공,무사  1:5,1사  1:5,0.66,-0.258,90.0,91.7,-0.017
2021-07-02,SSG,6초,가빌리오,한동희,0-3,볼넷,"2사 1,2루 2:5",2사 만루 2:5,1.66,0.349,87.1,83.2,0.039
2021-07-02,SSG,8초,장지훈,한동희,2-1,한동희/13145 : 삼진 아웃,무사  5:5,1사  5:5,1.85,-0.258,50.0,54.7,-0.047
2021-07-02,SSG,10초,김상수,한동희,1-1,우익수 안타,1사 1루 5:5,"1사 1,3루 5:5",3.04,0.670,50.0,31.5,0.185
2021-07-04,SSG,2초,이태양,한동희,0-1,중견수 뜬공,무사  2:3,1사  2:3,0.97,-0.258,60.5,63.0,-0.024
2021-07-04,SSG,4초,이태양,한동희,1-3,볼넷,1사  2:3,1사 1루 2:3,0.81,0.276,65.4,62.2,0.032
2021-07-04,SSG,6초,장지훈,한동희,2-3,한동희/13145 : 삼진 아웃,1사  2:3,2사  2:3,1.04,-0.180,70.0,72.5,-0.026
2021-07-04,SSG,8초,김태훈,한동희,1-0,우익수 뜬공,무사 1루 4:4,1사 1루 4:4,2.83,-0.380,43.2,49.8,-0.066
2021-07-04,SSG,9초,서진용,한동희,2-1,한동희/13145 : 삼진 아웃,"2사 1,3루 6:4",이닝종료 6:4,0.62,-0.538,7.4,9.1,-0.017
2021-07-05,SSG,2초,오원석,한동희,0-1,3루수 땅볼,"1사 2,3루 0:0","2사 2,3루 0:0",1.59,-0.833,40.9,49.0,-0.080
2021-07-05,SSG,4초,오원석,한동희,0-3,볼넷,무사  2:0,무사 1루 2:0,0.69,0.398,26.7,24.0,0.027
2021-07-05,SSG,6초,김상수,한동희,1-2,우익수 뜬공,무사  3:7,1사  3:7,0.64,-0.258,92.1,93.7,-0.016
2021-07-05,SSG,7초,김상수,한동희,1-1,유격수 땅볼,2사 1루 4:10,이닝종료 4:10,0.12,-0.251,99.0,99.4,-0.004
2021-07-05,SSG,9초,신재웅,한동희,2-2,2루수 땅볼,2사 1루 4:10,이닝종료 4:10,0.02,-0.251,100.0,100.0,-0.001
2021-07-09,삼성,2초,최채흥,한동희,1-0,유격수 땅볼,2사  0:0,이닝종료 0:0,0.42,-0.117,54.0,55.1,-0.011
2021-07-09,삼성,4초,최채흥,한동희,1-0,중견수 뜬공,1사 1루 1:0,2사 1루 1:0,1.20,-0.322,37.3,40.1,-0.029
2021-07-09,삼성,6초,김윤수,한동희,2-2,2루수 내야안타,[실책포함],무사  2:2,무사 2루 2:2,1.34,0.634,50.0,40.7
2021-07-09,삼성,7초,이승현,한동희,2-3,중견수 뜬공,무사 1루 5:2,1사 1루 5:2,0.55,-0.380,9.0,10.3,-0.013
2021-07-09,삼성,10초,오승환,한동희,0-0,3루수 땅볼,무사  5:5,1사  5:5,2.32,-0.258,50.0,55.9,-0.059
2021-07-09,삼성,11초,최지광,한동희,0-1,우익수 홈런,2사 1루 7:5,2사  9:5,0.29,1.866,8.3,1.7,0.066
2021-07-10,삼성,2초,원태인,한동희,2-2,한동희/13145 : 삼진 아웃,2사  0:3,이닝종료 0:3,0.32,-0.117,81.6,82.5,-0.008
2021-07-10,삼성,4초,원태인,한동희,2-1,한동희/13145 : 삼진 아웃,2사 2루 1:3,이닝종료 1:3,1.25,-0.344,75.4,78.9,-0.036
2021-07-10,삼성,7초,심창민,한동희,0-0,2루수 땅볼,1사  1:3,2사  1:3,0.91,-0.180,85.3,87.6,-0.023
2021-07-10,삼성,9초,오승환,한동희,2-0,한동희/13145 : 삼진 아웃,2사 1루 2:3,이닝종료 2:3,2.80,-0.251,92.1,100.0,-0.079
2021-07-11,삼성,2초,백정현,한동희,2-3,우익수 안타,2사  0:0,2사 1루 0:0,0.42,0.134,54.0,52.7,0.013
2021-07-11,삼성,4초,백정현,한동희,1-2,중견수 뜬공,1사 1루 0:1,2사 1루 0:1,1.51,-0.322,62.2,65.8,-0.036
2021-07-11,삼성,7초,백정현,한동희,0-0,투수 땅볼,1사  0:7,2사  0:7,0.05,-0.180,99.5,99.6,-0.002
2021-07-11,삼성,9초,이상민,한동희,2-1,3루수 병살타,"무사 1,2루 0:11",2사 3루 0:11,0.01,-1.186,100.0,100.0,0.000
2021-08-10,NC,2초,루친스키,한동희,1-1,2루수 땅볼 실책,[실책포함],2사 1루 0:0,"2사 1,3루 0:0",0.84,0.287,52.7,50.0
2021-08-10,NC,3초,루친스키,한동희,1-2,3루수 땅볼,"2사 1,2루 3:0",이닝종료 3:0,0.98,-0.466,20.6,23.1,-0.025
2021-08-10,NC,6초,루친스키,한동희,2-1,한동희/13145 : 삼진 아웃,2사  3:0,이닝종료 3:0,0.22,-0.117,15.2,15.8,-0.006
2021-08-10,NC,8초,류진욱,한동희,1-0,우익수 안타,2사  4:0,2사 1루 4:0,0.07,0.134,4.1,3.9,0.002
2021-08-10,NC,9초,소이현,한동희,1-3,우익수 뜬공,2사 만루 5:2,이닝종료 5:2,0.41,-0.815,3.1,4.1,-0.010
2021-08-11,NC,2초,송명기,한동희,1-3,볼넷,무사 1루 0:0,"무사 1,2루 0:0",1.53,0.620,46.2,40.5,0.058
2021-08-11,NC,4초,송명기,한동희,1-0,우익수 뜬공,무사  4:0,1사  4:0,0.35,-0.258,12.0,12.9,-0.009
2021-08-11,NC,6초,최금강,한동희,1-3,3루수 땅볼,무사  5:3,1사  5:3,0.66,-0.258,21.7,23.4,-0.017
2021-08-11,NC,9초,원종현,한동희,2-1,한동희/13145 : 삼진 아웃,무사  5:4,1사  5:4,0.66,-0.258,16.2,17.9,-0.017
2021-08-12,NC,7초,홍성민,한동희,2-1,2루수 땅볼,2사  4:5,이닝종료 4:5,0.80,-0.117,77.0,79.1,-0.021
2021-08-12,NC,9초,원종현,한동희,1-1,우익수 뜬공,"2사 1,2루 4:5",이닝종료 4:5,5.46,-0.466,85.9,100.0,-0.141
2021-08-13,LG,2초,임찬규,한동희,2-0,한동희/13145 : 삼진 아웃,2사 1루 0:0,이닝종료 0:0,0.84,-0.251,52.7,55.1,-0.024
2021-08-13,LG,4초,임찬규,한동희,0-0,3루수 땅볼,2사  1:0,이닝종료 1:0,0.43,-0.117,41.4,42.5,-0.011
2021-08-13,LG,7초,이민호,한동희,1-3,볼넷,1사  2:0,1사 1루 2:0,0.45,0.276,19.6,18.0,0.016
2021-08-13,LG,9초,고우석,한동희,2-0,한동희/13145 : 삼진 아웃,2사 1루 2:0,이닝종료 2:0,0.29,-0.251,8.3,9.1,-0.008
2021-08-14,LG,1초,손주영,한동희,2-3,볼넷,2사 2루 3:0,"2사 1,2루 3:0",0.73,0.122,24.2,23.6,0.005
2021-08-14,LG,4초,손주영,한동희,2-3,우익수 뜬공,무사  3:1,1사  3:1,0.69,-0.258,26.7,28.5,-0.018
2021-08-14,LG,6초,김윤식,한동희,2-1,유격수 땅볼,2사 2루 3:3,이닝종료 3:3,1.84,-0.344,52.3,57.5,-0.052
2021-08-15,LG,9초,이정용,한동희,2-3,볼넷,1사  1:7,1사 1루 1:7,0.03,0.276,99.9,99.8,0.001
2021-08-17,키움,3말,최원태,한동희,2-2,한동희/13145 : 삼진 아웃,무사  0:0,1사  0:0,0.99,-0.258,55.5,53.0,-0.025
2021-08-17,키움,4말,최원태,한동희,2-1,한동희/13145 : 삼진 아웃,2사 1루 0:1,이닝종료 0:1,0.79,-0.251,66.3,64.1,-0.022
2021-08-17,키움,7말,김성진,한동희,1-1,유격수 땅볼,1사  0:1,2사  0:1,0.56,-0.180,77.2,75.8,-0.014
2021-04-04,SSG,1초,르위키,안치홍,1-0,1루수 파울 뜬공,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-04-04,SSG,3초,르위키,안치홍,1-2,2루수 땅볼,2사  0:1,이닝종료 0:1,0.46,-0.117,65.9,67.1,-0.012
2021-04-04,SSG,5초,르위키,안치홍,2-1,좌익수 안타,2사  2:3,2사 1루 2:3,0.57,0.134,69.6,67.8,0.018
2021-04-04,SSG,7초,김태훈,안치홍,1-0,2루수 땅볼,"2사 1,2루 2:3",이닝종료 2:3,3.26,-0.466,70.7,79.1,-0.084
2021-04-04,SSG,9초,김상수,안치홍,1-0,유격수 내야안타,"2사 1,2루 3:5",2사 만루 3:5,2.85,0.349,92.7,85.5,0.072
2021-04-06,NC,1초,송명기,안치홍,1-0,유격수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-04-06,NC,3초,김건태,안치홍,2-3,좌익수 뜬공,1사 1루 0:0,2사 1루 0:0,1.33,-0.322,49.7,52.9,-0.032
2021-04-06,NC,5초,이승헌,안치홍,1-0,우익수 뜬공,무사  4:1,1사  4:1,0.47,-0.258,16.0,17.2,-0.012
2021-04-06,NC,6초,류진욱,안치홍,2-3,중견수 안타,2사 1루 5:3,"2사 1,3루 5:3",0.64,0.287,23.7,21.7,0.020
2021-04-06,NC,8초,임창민,안치홍,2-2,유격수 땅볼 실책,[실책포함],1사  5:5,1사 1루 5:5,1.39,0.276,54.7,49.8
2021-04-06,NC,9초,문경찬,안치홍,1-1,좌익수 홈런,2사  9:5,2사  10:5,0.03,1.000,1.7,0.7,0.010
2021-04-07,NC,1초,이재학,안치홍,2-2,안치홍/10014 : 삼진 아웃,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-04-07,NC,3초,이재학,안치홍,1-3,볼넷,무사 1루 0:1,"무사 1,2루 0:1",1.73,0.620,57.1,50.5,0.066
2021-04-07,NC,4초,이재학,안치홍,0-0,우익수 뜬공,무사 만루 2:1,"2사 1,2루 2:1",1.88,-1.951,21.7,38.1,-0.165
2021-04-07,NC,6초,강동연,안치홍,2-0,삼진,무사  6:1,1사  6:1,0.15,-0.258,4.5,4.9,-0.004
2021-04-07,NC,8초,김진성,안치홍,1-1,포수 희생번트,무사 1루 6:7,1사 2루 6:7,3.50,-0.228,66.1,70.2,-0.041
2021-04-08,NC,1초,김영규,안치홍,2-2,우익수 안타,[실책포함],무사  0:0,무사 2루 0:0,0.87,0.634,50.0,44.1
2021-04-08,NC,2초,김영규,안치홍,0-0,투수 땅볼,"1사 1,2루 2:0","2사 1,3루 2:0",1.47,-0.433,27.1,29.9,-0.028
2021-04-08,NC,3초,배민서,안치홍,2-2,유격수 땅볼,2사 만루 4:0,이닝종료 4:0,1.18,-0.815,12.9,15.9,-0.030
2021-04-08,NC,6초,임창민,안치홍,2-1,우익수 안타,2사  4:4,2사 1루 4:4,0.66,0.134,55.8,54.0,0.019
2021-04-08,NC,7초,홍성민,안치홍,2-2,유격수 땅볼,"2사 1,2루 6:4",이닝종료 6:4,1.14,-0.466,18.6,21.5,-0.029
2021-04-08,NC,9초,이승헌,안치홍,2-1,좌익수 2루타,"2사 1,2루 6:4",2사 2루 8:4,0.57,1.878,7.6,1.5,0.061
2021-04-09,키움,1말,요키시,안치홍,2-0,삼진,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-04-09,키움,3말,요키시,안치홍,2-3,볼넷,무사  4:0,무사 1루 4:0,0.75,0.398,15.9,19.1,0.033
2021-04-09,키움,5말,요키시,안치홍,1-3,볼넷,2사  6:0,2사 1루 6:0,0.11,0.134,2.8,3.3,0.004
2021-04-09,키움,8말,박관진,안치홍,1-3,볼넷,무사  6:0,무사 1루 6:0,0.16,0.398,1.0,1.7,0.008
2021-04-10,키움,1말,안우진,안치홍,2-3,볼넷,무사  0:0,무사 1루 0:0,0.87,0.398,54.8,58.3,0.035
2021-04-10,키움,2말,안우진,안치홍,1-3,볼넷,"2사 1,2루 0:1",2사 만루 0:1,1.47,0.349,65.2,67.7,0.025
2021-04-10,키움,4말,안우진,안치홍,2-1,3루수 땅볼,1사 2루 0:3,2사 2루 0:3,0.57,-0.381,87.3,85.7,-0.016
2021-04-10,키움,6말,김동혁,안치홍,0-1,2루수 땅볼,무사 2루 0:5,1사 3루 0:5,0.11,-0.206,98.2,98.1,-0.001
2021-04-10,키움,7말,임규빈,안치홍,1-2,3루수 뜬공,2사  0:10,이닝종료 0:10,0.00,-0.117,100.0,100.0,0.000
2021-04-11,키움,1말,최원태,안치홍,1-1,중견수 안타,무사  0:0,무사 1루 0:0,0.87,0.398,54.8,58.3,0.035
2021-04-11,키움,2말,최원태,안치홍,0-1,좌익수 안타,2사 만루 0:0,"2사 1,2루 0:2",2.98,1.651,57.5,74.5,0.170
2021-04-11,키움,4말,최원태,안치홍,1-3,볼넷,1사 1루 0:2,"1사 1,2루 0:2",0.80,0.398,79.0,81.3,0.023
2021-04-11,키움,6말,양현,안치홍,2-3,좌익수 뜬공,1사  2:2,2사  2:2,0.98,-0.180,54.2,51.7,-0.024
2021-04-11,키움,8말,김성민,안치홍,2-3,볼넷,2사 2루 2:2,"2사 1,2루 2:2",2.84,0.122,58.0,58.9,0.009
2021-04-11,키움,10말,김태훈,안치홍,,고의4구,1사 2루 2:2,"1사 1,2루 2:2",3.17,0.246,69.8,70.8,0.010
2021-04-13,KIA,1초,이민우,안치홍,2-1,안치홍/10014 : 삼진 아웃,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-04-13,KIA,2초,이민우,안치홍,2-3,3루수 뜬공,1사  2:0,2사  2:0,0.49,-0.180,31.6,32.9,-0.012
2021-04-13,KIA,3초,박진태,안치홍,2-0,안치홍/10014 : 삼진 아웃,"1사 2,3루 5:0","2사 2,3루 5:0",0.43,-0.833,6.6,8.9,-0.023
2021-04-13,KIA,5초,박진태,안치홍,0-0,안치홍/10014 : 유격수 직선타 아웃,무사  7:0,1사  7:0,0.07,-0.258,2.1,2.2,-0.002
2021-04-13,KIA,7초,장민기,안치홍,1-0,중견수 2루타,2사 1루 7:0,"2사 2,3루 7:0",0.03,0.383,0.9,0.8,0.001
2021-04-13,KIA,9초,장현식,안치홍,2-2,중견수 안타,무사 1루 8:0,"무사 1,2루 8:0",0.00,0.620,0.0,0.0,0.000
2021-04-14,KIA,1초,브룩스,안치홍,2-1,중견수 안타,무사  0:0,무사 1루 0:0,0.87,0.398,50.0,46.5,0.036
2021-04-14,KIA,3초,브룩스,안치홍,1-1,3루수 내야안타,무사  0:1,무사 1루 0:1,1.03,0.398,61.4,57.1,0.043
2021-04-14,KIA,5초,브룩스,안치홍,2-2,좌익수 안타,2사  0:2,2사 1루 0:2,0.47,0.134,80.3,78.7,0.016
2021-04-14,KIA,7초,박준표,안치홍,2-0,중견수 2루타,"1사 1,2루 0:2",1사 2루 2:2,3.17,1.754,75.3,46.5,0.288
2021-04-14,KIA,9초,장현식,안치홍,2-1,투수 땅볼,1사  2:2,2사  2:2,1.80,-0.180,55.9,60.4,-0.045
2021-04-14,KIA,11초,정해영,안치홍,2-2,유격수 땅볼,2사  2:2,이닝종료 2:2,1.32,-0.117,60.4,63.7,-0.034
2021-04-15,KIA,1초,이의리,안치홍,2-1,안치홍/10014 : 삼진 아웃,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-04-15,KIA,3초,이의리,안치홍,2-3,볼넷,무사 2루 0:0,"무사 1,2루 0:0",1.38,0.384,43.2,39.9,0.034
2021-04-15,KIA,4초,이의리,안치홍,2-2,안치홍/10014 : 삼진 아웃,2사  3:2,이닝종료 3:2,0.43,-0.117,41.4,42.5,-0.011
2021-04-15,KIA,7초,남재현,안치홍,2-2,좌익수 뜬공,무사  4:7,1사  4:7,0.92,-0.258,89.7,92.0,-0.024
2021-04-15,KIA,8초,박준표,안치홍,2-1,1루수 땅볼,2사 2루 4:8,이닝종료 4:8,0.36,-0.344,97.8,98.8,-0.011
2021-04-16,삼성,1말,라이블리,안치홍,2-3,안치홍/10014 : 삼진 아웃,무사  1:0,1사  1:0,0.92,-0.258,44.5,42.2,-0.024
2021-04-16,삼성,3말,라이블리,안치홍,2-1,좌익수 뜬공,무사  2:0,1사  2:0,1.05,-0.258,32.3,29.7,-0.027
2021-04-16,삼성,5말,라이블리,안치홍,2-0,좌익수 뜬공,1사  2:1,2사  2:1,0.97,-0.180,37.8,35.4,-0.024
2021-04-16,삼성,7말,장필준,안치홍,0-0,우익수 뜬공,무사 3루 2:4,1사 3루 2:4,0.41,-0.499,93.6,91.6,-0.020
2021-04-16,삼성,8말,김윤수,안치홍,2-0,안치홍/10014 : 삼진 아웃,1사 1루 2:8,2사 1루 2:8,0.01,-0.322,99.8,99.8,-0.000
2021-04-17,삼성,1말,백정현,안치홍,2-1,유격수 땅볼 실책,[실책포함],무사  8:0,무사 1루 8:0,0.24,0.398,4.1,5.2
2021-04-17,삼성,3말,백정현,안치홍,1-1,유격수 땅볼,무사  11:0,1사  11:0,0.05,-0.258,0.6,0.5,-0.001
2021-04-17,삼성,5말,백정현,안치홍,2-2,중견수 뜬공,2사 2루 12:0,이닝종료 12:0,0.02,-0.344,0.2,0.1,-0.001
2021-04-17,삼성,8말,최지광,안치홍,0-0,우익수 안타,1사  12:0,1사 1루 12:0,0.00,0.276,0.0,0.0,0.000
2021-04-18,삼성,1말,원태인,안치홍,1-1,중견수 뜬공,무사  1:0,1사  1:0,0.92,-0.258,44.5,42.2,-0.024
2021-04-18,삼성,3말,원태인,안치홍,2-1,3루수 땅볼,1사  2:0,2사  2:0,0.73,-0.180,29.7,27.9,-0.018
2021-04-18,삼성,6말,원태인,안치홍,2-1,3루수 땅볼,무사  3:0,1사  3:0,1.05,-0.258,15.8,13.1,-0.027
2021-04-18,삼성,8말,우규민,안치홍,2-0,유격수 땅볼,1사  7:0,2사  7:0,0.04,-0.180,0.2,0.1,-0.001
2021-04-20,두산,1말,이영하,안치홍,1-0,유격수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-04-20,두산,3말,이영하,안치홍,1-1,3루수 땅볼,무사  1:1,1사  1:1,0.99,-0.258,55.5,53.0,-0.025
2021-04-20,두산,3말,이영하,안치홍,2-1,좌익수 홈런,2사 만루 1:5,2사  1:9,0.94,3.302,90.4,98.4,0.080
2021-04-20,두산,5말,조제영,안치홍,1-0,중견수 뜬공,무사  3:9,1사  3:9,0.07,-0.258,97.9,97.7,-0.002
2021-04-20,두산,7말,조제영,안치홍,2-2,안치홍/10014 : 삼진 아웃,1사 2루 3:10,2사 2루 3:10,0.02,-0.381,99.7,99.7,-0.001
2021-04-21,두산,1말,유희관,안치홍,2-3,2루수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-04-21,두산,3말,유희관,안치홍,2-3,우익수 뜬공,무사  0:0,1사  0:0,0.99,-0.258,55.5,53.0,-0.025
2021-04-21,두산,4말,유희관,안치홍,1-1,중견수 안타,2사 2루 2:0,2사 1루 2:1,1.38,0.907,28.4,39.0,0.106
2021-04-21,두산,6말,김명신,안치홍,1-0,중견수 안타,무사  5:4,무사 1루 5:4,1.57,0.398,39.2,45.6,0.063
2021-04-21,두산,7말,박치국,안치홍,0-0,3루수 희생번트,"무사 1,2루 6:7","1사 2,3루 6:7",1.32,-0.106,86.0,86.3,0.003
2021-04-22,두산,1말,로켓,안치홍,1-1,우익수 뜬공,무사  2:0,1사  2:0,0.91,-0.258,34.8,32.5,-0.023
2021-04-22,두산,3말,로켓,안치홍,2-1,안치홍/10014 : 삼진 아웃,무사 1루 6:0,1사 1루 6:0,0.76,-0.380,8.7,6.9,-0.017
2021-04-22,두산,5말,로켓,안치홍,2-2,유격수 병살타,1사 1루 8:1,이닝종료 8:1,0.28,-0.573,2.5,1.4,-0.011
2021-04-23,KT,1초,이정현,안치홍,1-2,중견수 안타,무사  0:0,무사 1루 0:0,0.87,0.398,50.0,46.5,0.036
2021-04-23,KT,2초,이정현,안치홍,2-2,투수 땅볼,1사  4:0,2사  4:0,0.30,-0.180,16.4,17.1,-0.007
2021-04-23,KT,4초,이정현,안치홍,1-0,유격수 땅볼,2사  6:0,이닝종료 6:0,0.07,-0.117,5.4,5.5,-0.002
2021-04-23,KT,7초,안영명,안치홍,2-1,안치홍/10014 : 삼진 아웃,2사  6:1,이닝종료 6:1,0.06,-0.117,3.5,3.7,-0.002
2021-04-23,KT,9초,전유수,안치홍,2-3,3루수 땅볼,1사  10:4,2사  10:4,0.01,-0.180,0.3,0.3,-0.000
2021-04-24,KT,1초,고영표,안치홍,1-0,3루수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-04-24,KT,3초,고영표,안치홍,0-0,좌익수 안타,2사 3루 0:2,2사 1루 1:2,1.35,0.864,73.1,64.4,0.086
2021-04-24,KT,5초,고영표,안치홍,1-2,3루수 내야안타,"2사 1,3루 2:2","2사 1,2루 3:2",2.42,0.928,49.9,36.7,0.133
2021-04-24,KT,7초,유원상,안치홍,2-2,안치홍/10014 : 삼진 아웃,1사  3:2,2사  3:2,0.72,-0.180,32.9,34.7,-0.018
2021-04-24,KT,9초,김재윤,안치홍,1-1,좌익수 2루타,무사  4:2,무사 2루 4:2,0.29,0.634,7.4,5.2,0.022
2021-04-25,KT,1초,배제성,안치홍,1-3,볼넷,무사  0:0,무사 1루 0:0,0.87,0.398,50.0,46.5,0.036
2021-04-25,KT,3초,배제성,안치홍,2-3,볼넷,무사 1루 1:3,"무사 1,3루 1:3",1.66,0.620,67.4,60.9,0.065
2021-04-25,KT,5초,배제성,안치홍,2-0,삼진,1사  3:3,2사  3:3,0.87,-0.180,53.0,55.2,-0.022
2021-04-25,KT,6초,김민수,안치홍,1-1,중견수 안타,"2사 1,3루 3:3","2사 1,2루 4:3",2.73,0.928,49.9,34.5,0.154
2021-04-25,KT,8초,안영명,안치홍,1-0,좌익수 안타,1사  5:4,1사 1루 5:4,0.68,0.276,27.5,25.1,0.024
